RefId,IsBadBuy,Auction,VehicleAge,Make,Model,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,IsOnlineSale,WarrantyCost
64070,1,ADESA,4,JEEP,GRAND CHEROKEE 2WD V,AUTO,0,0,82042,AMERICAN,CHRYSLER,8154,9635,9306,10906,8154,9635,9306,10906,0,0,835,85226,AZ,0,1893
64076,0,ADESA,2,CHRYSLER,PACIFICA FWD,AUTO,1,Alloy,65371,AMERICAN,CHRYSLER,9453,11374,10709,12784,8875,10790,12848,14872,0,0,21053,85226,AZ,0,1215
64077,0,ADESA,5,FORD,EXPEDITION 2WD V8,AUTO,1,Alloy,78660,AMERICAN,FORD,7879,9166,9009,10399,8922,10419,12075,14303,0,0,835,85226,AZ,0,1038
64078,1,ADESA,2,CHRYSLER,SEBRING 4C,AUTO,0,0,72984,AMERICAN,CHRYSLER,6950,7847,8006,8975,7102,8102,8170,9250,0,0,835,85226,AZ,0,1155
64079,0,ADESA,1,DODGE,NITRO 2WD V6,AUTO,1,Alloy,56606,AMERICAN,CHRYSLER,11425,12975,12839,14513,10343,11831,14069,15736,0,0,20234,85226,AZ,0,588
64080,1,ADESA,3,CHEVROLET,IMPALA,AUTO,0,0,73933,AMERICAN,GM,6500,7748,7520,8868,6451,7627,7467,8737,0,0,20234,85226,AZ,0,1974
64085,0,ADESA,4,CHRYSLER,300,AUTO,1,Alloy,86951,AMERICAN,CHRYSLER,7752,8846,8872,10054,8768,10122,12156,14203,0,0,835,85226,AZ,0,1503
64086,0,ADESA,1,NISSAN,VERSA,AUTO,2,Covers,77868,TOP LINE ASIAN,OTHER,8967,10082,10184,11389,8807,9669,12478,13700,0,0,20234,85226,AZ,0,686
64093,1,ADESA,3,SATURN,ION,MANUAL,2,Covers,58871,AMERICAN,GM,5022,6158,5924,7151,4528,5425,8370,9384,0,0,835,85226,AZ,0,671
64095,1,ADESA,5,ISUZU,ASCENDER 2WD 6C,AUTO,1,Alloy,81183,OTHER ASIAN,OTHER,5740,6833,6699,7880,5938,7208,9528,10558,0,0,20234,85226,AZ,0,1243
64096,1,ADESA,3,FORD,FIVE HUNDRED,AUTO,0,0,66893,AMERICAN,FORD,7272,9270,8354,10512,6966,8661,8023,9854,0,0,20234,85226,AZ,0,1313
64097,1,ADESA,3,CHEVROLET,EQUINOX FWD V6,AUTO,0,0,72233,AMERICAN,GM,8968,10806,10185,12170,8974,10803,10192,12167,0,0,20234,85226,AZ,0,1389
64099,1,ADESA,7,DODGE,CARAVAN GRAND FWD V6,AUTO,0,0,69400,AMERICAN,CHRYSLER,2995,3757,3735,4558,3166,3908,3919,4721,0,0,20234,85226,AZ,0,1711
64101,1,ADESA,5,DODGE,1500 RAM PICKUP 2WD,AUTO,2,Covers,68543,AMERICAN,CHRYSLER,5171,6566,6085,7591,4658,5320,8081,8864,0,0,21053,85226,AZ,0,533
64102,1,ADESA,4,KIA,SORENTO 2WD,AUTO,0,0,78175,OTHER ASIAN,OTHER,6406,7881,7418,9011,6419,7712,7433,8829,0,0,21053,85226,AZ,0,1740
64108,0,ADESA,3,CHEVROLET,TRAILBLAZER EXT 4WD,AUTO,1,Alloy,79488,AMERICAN,GM,11228,14105,12626,15733,11883,14638,16421,19056,0,0,21053,85226,AZ,0,1974
64109,1,ADESA,2,DODGE,CARAVAN GRAND FWD V6,AUTO,1,Alloy,73784,AMERICAN,CHRYSLER,11472,14191,12890,15826,11893,14336,15713,17931,0,0,21053,85226,AZ,0,1623
64112,0,ADESA,3,CHEVROLET,EQUINOX FWD V6,AUTO,1,Alloy,72308,AMERICAN,GM,8936,10730,10151,12088,9353,11343,14196,17217,0,0,21053,85226,AZ,0,1389
64122,1,ADESA,5,CHEVROLET,TRAILBLAZER EXT 2WD,AUTO,1,Alloy,82033,AMERICAN,GM,6430,7752,10092,11438,6684,7912,10365,11632,0,0,21053,85226,AZ,0,1243
64128,0,ADESA,2,MERCURY,MOUNTAINEER 2WD V6,AUTO,1,Alloy,80011,AMERICAN,FORD,11907,15342,17113,19668,13056,14907,18189,19284,0,0,21053,85226,AZ,0,1243
64137,1,ADESA,3,CHEVROLET,HHR,AUTO,0,0,60213,AMERICAN,GM,5659,6736,9610,11119,5595,6703,9354,10977,0,0,21053,85226,AZ,0,728
64142,1,ADESA,3,CHEVROLET,MALIBU 4C,AUTO,1,Alloy,77577,AMERICAN,GM,5360,6678,8946,10495,4913,5753,9178,9884,0,0,835,85226,AZ,0,1038
64144,1,ADESA,3,PONTIAC,GRAND PRIX,AUTO,1,Alloy,52257,AMERICAN,GM,6007,7539,10097,11590,6960,8321,10293,11912,0,0,21053,85226,AZ,0,1500
64146,0,ADESA,3,MERCURY,MILAN 4C,AUTO,1,Alloy,73794,AMERICAN,FORD,8967,10515,13240,14358,8870,10472,12551,13997,0,0,835,85226,AZ,0,803
64149,1,ADESA,2,CHEVROLET,COBALT,AUTO,0,0,52431,AMERICAN,GM,5100,6439,9134,10453,5100,6439,9134,10453,0,0,21053,85226,AZ,0,671
64150,1,ADESA,3,FORD,EXPLORER 2WD V6,AUTO,0,0,62486,AMERICAN,FORD,8089,9766,13318,14760,8089,9766,13318,14760,0,0,835,85226,AZ,0,1020
64156,1,ADESA,5,HYUNDAI,SANTA FE 2WD V6,AUTO,1,Alloy,79331,OTHER ASIAN,OTHER,5275,6563,9429,15123,5337,6192,9026,10193,0,0,21053,85226,AZ,0,686
64158,0,ADESA,1,SATURN,AURA V6,AUTO,1,Alloy,77498,AMERICAN,GM,8968,10164,13487,15181,9446,10730,14041,15409,0,0,21053,85226,AZ,0,1272
64159,0,ADESA,3,DODGE,DURANGO 2WD V8,AUTO,1,Alloy,64455,AMERICAN,CHRYSLER,10263,12820,15134,17882,10883,12166,15586,16956,0,0,21053,85226,AZ,0,1215
64160,1,ADESA,3,PONTIAC,GRAND PRIX,AUTO,1,Alloy,82457,AMERICAN,GM,6007,7539,10097,11590,6370,7852,10582,13044,0,0,21053,85226,AZ,0,2152
64162,0,ADESA,5,TOYOTA,HIGHLANDER 2WD V6,AUTO,1,Alloy,93615,TOP LINE ASIAN,OTHER,10333,11406,13765,16303,10127,11470,14460,17465,0,0,21053,85226,AZ,0,620
64167,1,ADESA,7,FORD,ESCAPE 2WD V6,AUTO,2,Covers,63709,AMERICAN,FORD,3337,4339,6380,7617,3457,4208,6685,8138,0,0,20234,85226,AZ,0,1125
64173,1,ADESA,1,PONTIAC,SOLSTICE,AUTO,1,Alloy,19610,AMERICAN,GM,14539,15841,20008,21662,17343,18942,20291,22079,YES,GREEN,21053,85226,AZ,0,762
64186,1,ADESA,6,DODGE,CARAVAN FWD V6,AUTO,0,0,45404,AMERICAN,CHRYSLER,2812,3699,5958,7319,2812,3699,5958,7319,0,0,21053,85226,AZ,0,1416
64188,1,ADESA,2,DODGE,CALIBER,AUTO,2,Covers,56088,AMERICAN,CHRYSLER,7107,8564,11103,12646,7426,8876,10910,12253,0,0,21053,85226,AZ,0,754
64197,1,ADESA,2,CHRYSLER,PT CRUISER,AUTO,2,Covers,46220,AMERICAN,CHRYSLER,6414,6997,10180,10688,6366,6963,10515,11501,0,0,835,85226,AZ,0,975
64199,1,ADESA,5,CHEVROLET,UPLANDER FWD V6,AUTO,0,0,64772,AMERICAN,GM,5557,6876,9551,10605,5557,6876,9551,10605,0,0,20234,85226,AZ,0,1801
64214,0,ADESA,4,CHEVROLET,TRAILBLAZER EXT 2WD,AUTO,1,Alloy,78138,AMERICAN,GM,8428,10006,13047,14895,9741,11765,15046,17433,0,0,835,85226,AZ,0,1155
64215,0,ADESA,6,CHEVROLET,AVALANCHE 1500 2WD V,AUTO,1,Alloy,72370,AMERICAN,GM,8935,10852,13304,15021,9155,10745,13768,15479,0,0,835,85226,AZ,0,1272
64216,0,ADESA,3,CHRYSLER,PACIFICA FWD,AUTO,2,Covers,79154,AMERICAN,CHRYSLER,8925,10935,12800,14779,8875,10790,12848,14872,0,0,21053,85226,AZ,0,1389
64224,1,ADESA,6,NISSAN,XTERRA 2WD V6,AUTO,2,Covers,81288,TOP LINE ASIAN,OTHER,7700,8560,11681,12666,7691,8551,11831,12982,0,0,21053,85226,AZ,0,1373
64226,1,ADESA,4,PONTIAC,G6 V6,AUTO,0,0,70628,AMERICAN,GM,6198,7187,10132,11341,6111,7104,10181,11358,0,0,21053,85226,AZ,0,1272
64227,0,ADESA,3,DODGE,DURANGO 4WD V8,AUTO,2,Covers,82495,AMERICAN,CHRYSLER,12031,15186,16531,19593,13092,16926,17541,20582,0,0,835,85226,AZ,0,1763
64236,0,ADESA,5,MERCURY,MARINER 4WD V6,AUTO,1,Alloy,88893,AMERICAN,FORD,7203,8449,11478,12629,9748,12647,14651,19217,0,0,21053,85226,AZ,0,1503
64243,1,ADESA,5,PONTIAC,GRAND PRIX,AUTO,0,0,74359,AMERICAN,GM,5564,6776,8689,9871,5605,6862,8835,10654,0,0,835,85226,AZ,0,1974
64244,1,ADESA,8,ISUZU,AXIOM 2WD V6,AUTO,0,0,77377,OTHER ASIAN,OTHER,3431,4330,5870,7408,3753,4839,6243,8050,0,0,21053,85226,AZ,0,1572
64245,1,ADESA,5,FORD,MUSTANG V6,AUTO,0,0,69058,AMERICAN,FORD,8304,9192,11389,12616,8348,9174,11330,12474,0,0,21053,85226,AZ,0,728
64246,0,ADESA,2,FORD,FUSION V6,AUTO,1,Alloy,89474,AMERICAN,FORD,11172,12881,15101,16477,10625,12949,14559,16791,0,0,835,85226,AZ,0,1373
64247,1,ADESA,5,CHEVROLET,IMPALA,AUTO,0,0,67622,AMERICAN,GM,4794,5887,7529,8670,4823,5917,7602,8893,0,0,21053,85226,AZ,0,1703
64248,0,ADESA,4,CHEVROLET,MALIBU MAXX V6,AUTO,1,Alloy,79744,AMERICAN,GM,9882,11491,13388,14919,10214,11478,13386,14484,0,0,21053,85226,AZ,0,1272
64250,0,ADESA,3,DODGE,NITRO 2WD V6,AUTO,2,Covers,77002,AMERICAN,CHRYSLER,10999,12365,15050,16319,10877,12358,14076,15863,0,0,21053,85226,AZ,0,686
64290,0,ADESA,6,FORD,F150 PICKUP 2WD V8,AUTO,1,Alloy,87313,AMERICAN,FORD,9474,11110,13397,14841,10108,11584,13873,15291,0,0,835,85226,AZ,0,853
64295,0,ADESA,3,DODGE,MAGNUM V6,AUTO,1,Alloy,55456,AMERICAN,CHRYSLER,10090,11934,14318,16114,10606,12168,14306,15313,0,0,835,85226,AZ,0,1086
64296,0,ADESA,2,FORD,FUSION 4C,AUTO,1,Alloy,63597,AMERICAN,FORD,12260,13805,15490,16966,11583,13397,15030,16647,0,0,21053,85226,AZ,0,728
64298,1,ADESA,6,CHEVROLET,AVEO,AUTO,2,Covers,20728,AMERICAN,GM,3264,4162,5834,6624,2767,3564,5186,6049,0,0,21053,85226,AZ,0,582
64304,0,ADESA,2,CHEVROLET,MALIBU 4C,AUTO,2,Covers,62759,AMERICAN,GM,10544,11544,14423,15378,10122,11304,14511,15556,0,0,21053,85226,AZ,0,923
64306,1,ADESA,4,FORD,FOCUS,AUTO,1,Alloy,67078,AMERICAN,FORD,4719,5758,8239,8922,4649,5921,8228,9480,0,0,21053,85226,AZ,0,1020
64308,1,ADESA,6,JEEP,LIBERTY 2WD V6,AUTO,0,0,73029,AMERICAN,CHRYSLER,6111,7007,10191,10889,6222,7134,10198,10850,0,0,21053,85226,AZ,0,686
64309,0,ADESA,4,DODGE,CHARGER,AUTO,2,Covers,84943,AMERICAN,CHRYSLER,9476,10473,12411,13491,9260,10234,14054,14807,0,0,21053,85226,AZ,0,1503
64313,1,ADESA,5,FORD,MUSTANG V6,AUTO,0,0,88665,AMERICAN,FORD,8831,10070,11949,13292,8947,10236,12034,13636,0,0,835,85226,AZ,0,853
64322,1,ADESA,6,CHEVROLET,CAVALIER 4C,AUTO,3,Special,46037,AMERICAN,GM,2891,3729,5729,6418,2984,4032,6059,8186,0,0,835,85226,AZ,0,834
64329,1,ADESA,2,CHRYSLER,PT CRUISER,AUTO,0,0,58726,AMERICAN,CHRYSLER,7183,7713,10256,10833,7153,7689,10223,10807,0,0,21053,85226,AZ,0,1086
64331,1,ADESA,5,KIA,SORENTO 2WD,AUTO,1,Alloy,78104,OTHER ASIAN,OTHER,7129,8522,11184,13259,6857,7924,10570,11652,0,0,835,85226,AZ,0,1740
64332,1,ADESA,5,MITSUBISHI,OUTLANDER AWD 4C,AUTO,0,0,89488,OTHER ASIAN,OTHER,5780,7052,9054,10200,5780,7052,9054,10200,0,0,21053,85226,AZ,0,1633
64333,1,ADESA,5,CHEVROLET,AVEO,AUTO,0,0,71499,AMERICAN,GM,3454,4268,6216,7220,3588,4400,6382,7382,0,0,835,85226,AZ,0,803
64337,0,ADESA,3,SATURN,AURA,AUTO,1,Alloy,77374,AMERICAN,GM,9682,11049,13017,14477,9348,10472,13186,14325,0,0,21053,85226,AZ,0,1272
64343,0,ADESA,3,DODGE,CHARGER V6,AUTO,2,Covers,89347,AMERICAN,CHRYSLER,9693,10716,12895,14174,10016,11012,13989,15076,0,0,21053,85226,AZ,0,1503
64347,0,ADESA,2,CHEVROLET,IMPALA V6,AUTO,1,Alloy,79153,AMERICAN,GM,10372,11811,14268,15913,9516,11274,13513,15331,0,0,835,85226,AZ,0,1974
64348,0,ADESA,2,CHEVROLET,MALIBU V6,AUTO,1,Alloy,55289,AMERICAN,GM,10073,11222,14258,15316,10285,11689,13257,14976,0,0,21053,85226,AZ,0,1003
64351,0,ADESA,3,TOYOTA,CAMRY 4C,AUTO,1,Alloy,72375,TOP LINE ASIAN,OTHER,10343,11280,14248,15522,10132,11170,14695,15549,0,0,835,85226,AZ,0,569
64352,1,ADESA,7,HYUNDAI,SO0TA 4C,AUTO,2,Covers,54320,OTHER ASIAN,OTHER,3020,4143,6240,8560,3212,4490,5927,7071,0,0,21053,85226,AZ,0,971
64355,0,ADESA,2,JEEP,PATRIOT FWD 4C,AUTO,2,Covers,65896,AMERICAN,CHRYSLER,9064,10348,12752,13963,9350,10981,13602,14911,0,0,21053,85226,AZ,0,825
64356,1,ADESA,4,MITSUBISHI,LANCER,AUTO,0,0,66240,OTHER ASIAN,OTHER,5567,6858,8763,10348,5745,7026,9076,10590,0,0,21053,85226,AZ,0,533
64359,1,ADESA,5,CHEVROLET,TRAILBLAZER 2WD 6C,AUTO,1,Alloy,67545,AMERICAN,GM,7530,9350,11149,13175,6889,7874,11148,12017,0,0,835,85226,AZ,0,1020
64362,0,ADESA,3,SATURN,AURA,AUTO,1,Alloy,49421,AMERICAN,GM,9320,10610,12952,14074,8855,10291,13016,14469,0,0,21053,85226,AZ,0,905
64365,0,ADESA,3,MAZDA,MAZDA6,AUTO,1,Alloy,69688,OTHER ASIAN,OTHER,10119,11588,13660,15049,9389,10699,13333,14597,0,0,21053,85226,AZ,0,1118
64369,0,ADESA,2,JEEP,PATRIOT FWD 4C,AUTO,1,Alloy,58456,AMERICAN,CHRYSLER,8799,9938,12500,13709,10003,11399,14353,15825,0,0,21053,85226,AZ,0,754
64374,1,ADESA,3,SATURN,ION,AUTO,0,0,53025,AMERICAN,GM,6066,7353,9391,10658,6066,7353,9391,10658,0,0,1151,85226,AZ,1,671
64377,1,ADESA,6,CHEVROLET,1500 SILVERADO PICKU,AUTO,1,Alloy,72651,AMERICAN,GM,6377,7729,9759,11358,5698,7216,9274,10794,0,0,21053,85226,AZ,0,1272
64381,1,ADESA,5,VOLKSWAGEN,JETTA 5C,AUTO,0,0,76373,OTHER,OTHER,7108,8368,11040,12114,7152,8379,11295,12118,0,0,21053,85226,AZ,0,1272
64382,0,ADESA,4,JEEP,GRAND CHEROKEE 4WD V,AUTO,1,Alloy,84451,AMERICAN,CHRYSLER,12604,14617,16605,18497,12446,14628,16341,18750,0,0,21053,85226,AZ,0,2282
64386,1,ADESA,3,FORD,FUSION 4C,AUTO,2,Covers,75888,AMERICAN,FORD,8602,10201,12118,13443,8272,9949,11771,13282,0,0,21053,85226,AZ,0,803
64387,0,ADESA,3,PONTIAC,G6 V6,AUTO,1,Alloy,77847,AMERICAN,GM,9053,10394,12741,14052,8784,10429,12194,13950,0,0,21053,85226,AZ,0,1272
64392,1,ADESA,4,JEEP,COMMANDER 4WD V6,AUTO,0,0,79353,AMERICAN,CHRYSLER,12943,14805,16696,18199,12689,14485,16490,18054,0,0,21053,85226,AZ,0,1857
64393,1,ADESA,7,CHEVROLET,TRAILBLAZER 2WD 6C,AUTO,1,Alloy,86369,AMERICAN,GM,5139,6370,8300,9764,5456,6621,8746,10131,0,0,21053,85226,AZ,0,1543
64395,1,ADESA,7,HYUNDAI,SANTA FE 2WD 4C,AUTO,0,0,69691,OTHER ASIAN,OTHER,3914,4937,6865,7806,3743,4743,6692,7529,0,0,21053,85226,AZ,0,1223
64396,0,ADESA,3,SATURN,AURA,AUTO,1,Alloy,62848,AMERICAN,GM,10307,11695,14470,16061,9411,10856,13476,14939,0,0,21053,85226,AZ,0,1118
64400,0,ADESA,3,SATURN,AURA,AUTO,1,Alloy,67246,AMERICAN,GM,9456,10737,13494,14963,9097,10671,12879,14137,0,0,21053,85226,AZ,0,1118
64402,0,ADESA,3,CHEVROLET,IMPALA V6,AUTO,1,Alloy,70642,AMERICAN,GM,9154,10981,12811,15233,9156,11061,13295,15513,0,0,21053,85226,AZ,0,1974
64403,1,ADESA,2,CHEVROLET,IMPALA V6,AUTO,1,Alloy,79902,AMERICAN,GM,8904,10362,12906,14212,8772,9764,12744,13769,0,0,21053,85226,AZ,0,1974
64404,1,ADESA,6,FORD,FREESTAR FWD V6,AUTO,0,0,65978,AMERICAN,FORD,3408,4155,6471,7285,3439,4111,6759,7354,0,0,21053,85226,AZ,0,1313
64409,0,ADESA,2,SATURN,AURA V6,AUTO,2,Covers,66053,AMERICAN,GM,9826,11363,13672,15271,9483,11039,13628,14946,0,0,21053,85226,AZ,0,1118
64410,1,ADESA,5,SATURN,ION,MANUAL,2,Covers,71334,AMERICAN,GM,4625,5771,7736,8782,4467,5533,7869,8817,0,0,21053,85226,AZ,0,803
64414,0,ADESA,4,NISSAN,TITAN PICKUP 2WD V8,AUTO,2,Covers,91744,TOP LINE ASIAN,OTHER,11674,13598,16258,17960,10408,12048,15375,16820,0,0,21053,85226,AZ,0,1485
64415,0,ADESA,4,CHRYSLER,300,AUTO,2,Covers,55997,AMERICAN,CHRYSLER,9210,10652,12240,13924,9007,10692,12294,14192,0,0,21053,85226,AZ,0,1086
64432,1,ADESA,5,DODGE,STRATUS V6,AUTO,2,Covers,71129,AMERICAN,CHRYSLER,3452,4923,6609,8394,2040,3326,5548,6774,0,0,21053,85226,AZ,0,1389
64433,1,ADESA,4,CHEVROLET,IMPALA,AUTO,1,Alloy,85460,AMERICAN,GM,7111,8483,10531,12166,6948,8261,10309,12041,0,0,21053,85226,AZ,0,2152
64434,0,ADESA,4,HONDA,ACCORD 4C,AUTO,1,Alloy,72784,TOP LINE ASIAN,OTHER,10327,11630,14541,16133,10266,11568,14209,15687,0,0,21053,85226,AZ,0,569
64436,0,ADESA,4,HONDA,ACCORD 4C,AUTO,1,Alloy,75166,TOP LINE ASIAN,OTHER,9320,10648,13311,14933,8880,10256,12345,13826,0,0,21053,85226,AZ,0,569
64438,1,ADESA,4,MAZDA,MAZDA6,AUTO,0,0,87926,OTHER ASIAN,OTHER,8867,9816,12746,13677,8839,9784,12513,13386,0,0,21053,85226,AZ,0,1633
64439,0,ADESA,2,DODGE,AVENGER 4C,AUTO,1,Alloy,73964,AMERICAN,CHRYSLER,9984,11492,13679,15104,9863,11338,13710,15145,0,0,21053,85226,AZ,0,1155
64443,1,ADESA,7,PONTIAC,SUNFIRE,AUTO,2,Covers,68886,AMERICAN,GM,3013,4101,5178,7047,2968,4057,5537,6704,0,0,21053,85226,AZ,0,1320
64444,0,ADESA,5,FORD,F150 PICKUP 2WD V8,AUTO,2,Covers,85015,AMERICAN,FORD,10664,13021,15185,17326,10267,12513,15619,19005,0,0,21053,85226,AZ,0,853
64454,0,ADESA,4,CHEVROLET,TRAILBLAZER 4WD 6C,AUTO,1,Alloy,82606,AMERICAN,GM,10268,12555,14434,16357,10184,12488,14196,16577,0,0,21053,85226,AZ,0,2152
64457,0,ADESA,6,TOYOTA,TUNDRA PICKUP 2WD V8,AUTO,1,Alloy,81866,TOP LINE ASIAN,OTHER,9148,10478,12544,14368,9991,11162,14377,15367,0,0,21053,85226,AZ,0,723
64458,1,ADESA,4,CHRYSLER,TOWN & COUNTRY 2WD V,AUTO,2,Covers,74009,AMERICAN,CHRYSLER,6295,7891,9702,11570,6473,8164,10658,14443,0,0,21053,85226,AZ,0,1623
64460,1,ADESA,5,CHEVROLET,EQUINOX FWD V6,AUTO,1,Alloy,84706,AMERICAN,GM,7343,9312,11269,13186,6874,8227,10383,11898,0,0,21053,85226,AZ,0,1503
64462,1,ADESA,3,KIA,SPECTRA,AUTO,0,0,61512,OTHER ASIAN,OTHER,5689,6748,9365,10057,5848,6819,9330,10144,0,0,21053,85226,AZ,0,533
64464,0,ADESA,4,JEEP,GRAND CHEROKEE 2WD V,AUTO,1,Alloy,90424,AMERICAN,CHRYSLER,10913,12885,14453,16291,10591,12441,14740,16530,0,0,21053,85226,AZ,0,2062
64467,1,ADESA,6,BUICK,LE SABRE,AUTO,0,0,81548,AMERICAN,GM,4753,6138,8224,9278,4713,5994,8223,9291,0,0,21053,85226,AZ,0,2412
64473,1,ADESA,7,CHEVROLET,MALIBU V6,AUTO,0,0,77524,AMERICAN,GM,2325,3315,5355,6313,2315,3337,5243,6541,0,0,21053,85226,AZ,0,2508
64476,1,ADESA,3,FORD,FUSION 4C,AUTO,0,0,79105,AMERICAN,FORD,10445,11819,14344,16231,10500,11883,15083,17070,0,0,21053,85226,AZ,0,803
64479,1,ADESA,3,CHEVROLET,IMPALA,AUTO,0,0,83431,AMERICAN,GM,7911,8948,11389,12501,7933,8954,11305,12481,0,0,21053,85226,AZ,0,2152
64483,1,ADESA,6,NISSAN,MAXIMA,AUTO,1,Alloy,79303,TOP LINE ASIAN,OTHER,7337,8916,11395,12795,6972,8482,10756,12433,0,0,21053,85226,AZ,0,1155
64490,0,ADESA,3,DODGE,CHARGER V6,AUTO,2,Covers,62602,AMERICAN,CHRYSLER,9916,11362,13692,15169,9966,11356,14165,15495,0,0,21053,85226,AZ,0,1215
64491,0,ADESA,3,PONTIAC,G6 V6,AUTO,1,Alloy,60360,AMERICAN,GM,8875,10437,13047,14378,8967,10641,12829,14488,0,0,21053,85226,AZ,0,1118
64492,1,ADESA,5,SATURN,ION,AUTO,2,Covers,72910,AMERICAN,GM,4091,5326,7384,8604,3748,4818,7164,8082,0,0,21053,85226,AZ,0,803
64493,1,ADESA,5,CHRYSLER,TOWN & COUNTRY FWD V,AUTO,2,Covers,86403,AMERICAN,CHRYSLER,5048,6451,8852,10495,4562,5914,7650,9386,0,0,21053,85226,AZ,0,1763
64494,1,ADESA,3,PONTIAC,GRAND PRIX,AUTO,0,0,79083,AMERICAN,GM,8218,9974,11742,13800,8270,10097,11800,13969,0,0,21053,85226,AZ,0,1974
64500,1,ADESA,7,CHEVROLET,TRAILBLAZER 2WD 6C,AUTO,0,0,86354,AMERICAN,GM,5162,6338,8180,9578,4965,6040,8291,9573,0,0,21053,85226,AZ,0,1543
64507,1,ADESA,6,CHRYSLER,SEBRING V6,AUTO,1,Alloy,69420,AMERICAN,CHRYSLER,4080,5057,8046,9141,3526,4715,7102,8310,0,0,21053,85226,AZ,0,1118
64518,1,ADESA,4,HYUNDAI,ELANTRA,AUTO,2,Covers,46759,OTHER ASIAN,OTHER,4539,5788,7731,8803,4709,5948,7737,9381,0,0,21053,85226,AZ,0,482
64524,0,ADESA,3,CHEVROLET,TRAILBLAZER 2WD 6C,AUTO,1,Alloy,86896,AMERICAN,GM,13351,14873,17477,18716,12781,14437,16422,17942,0,0,835,85226,AZ,0,1243
64529,1,ADESA,3,KIA,SPECTRA,AUTO,2,Covers,61986,OTHER ASIAN,OTHER,5499,6619,8804,9879,5831,6951,9942,11851,0,0,21053,85226,AZ,0,533
64531,1,ADESA,2,CHEVROLET,IMPALA V6,AUTO,0,0,87852,AMERICAN,GM,8861,10291,12726,14429,8829,10207,12906,14621,0,0,835,85226,AZ,0,2152
64534,1,ADESA,8,MITSUBISHI,ECLIPSE,AUTO,1,Alloy,78264,OTHER ASIAN,OTHER,4198,5382,6730,7460,3648,5019,6805,8268,0,0,835,85226,AZ,0,1338
64537,1,ADESA,7,SATURN,ION,AUTO,0,0,84547,AMERICAN,GM,2964,3804,5943,6784,2785,3606,5553,6614,0,0,835,85226,AZ,0,1153
64538,1,ADESA,5,DODGE,STRATUS V6,AUTO,2,Covers,87362,AMERICAN,CHRYSLER,3337,5208,6979,8601,4702,5691,7972,8937,NO,GREEN,21053,85226,AZ,0,1503
64541,1,ADESA,6,HYUNDAI,ACCENT,MANUAL,2,Covers,58011,OTHER ASIAN,OTHER,1696,2561,4883,5667,2801,3589,5613,6503,NO,GREEN,835,85226,AZ,0,754
64542,0,ADESA,3,KIA,SEDO0,AUTO,2,Covers,87469,OTHER ASIAN,OTHER,10619,12937,15284,17665,12826,15656,16015,18046,0,0,21053,85226,AZ,0,1503
64545,0,ADESA,3,FORD,FREESTYLE FWD V6,AUTO,1,Alloy,87307,AMERICAN,FORD,9485,12373,13707,16034,8867,11110,13754,15568,0,0,21053,85226,AZ,0,1633
64548,0,ADESA,2,DODGE,CHARGER V6,AUTO,2,Covers,83957,AMERICAN,CHRYSLER,10243,11364,14147,15356,10333,11583,14029,15316,0,0,835,85226,AZ,0,1503
64550,1,ADESA,2,MAZDA,MAZDA6,AUTO,1,Alloy,70604,OTHER ASIAN,OTHER,10527,11913,14086,14931,9878,11163,13795,15066,0,0,835,85226,AZ,0,1272
64560,1,ADESA,5,HONDA,ACCORD 4C,AUTO,2,Covers,78223,TOP LINE ASIAN,OTHER,7065,7897,11079,12384,7440,8517,11124,13020,0,0,20234,85226,AZ,0,569
64562,1,ADESA,3,SATURN,ION,MANUAL,2,Covers,71579,AMERICAN,GM,6069,7237,9383,10231,5870,7053,8816,10073,0,0,20234,85226,AZ,0,803
64563,0,ADESA,3,DODGE,1500 RAM PICKUP 2WD,AUTO,1,Alloy,80015,AMERICAN,CHRYSLER,10371,12082,15071,16769,11144,13170,15812,17650,0,0,20234,85226,AZ,0,594
64568,0,ADESA,2,FORD,FUSION V6,AUTO,1,Alloy,82258,AMERICAN,FORD,12723,14924,16626,18846,11887,13776,15563,17355,0,0,20234,85226,AZ,0,1893
64572,0,ADESA,2,CHEVROLET,EQUINOX AWD V6,AUTO,1,Alloy,89952,AMERICAN,GM,12679,15026,16892,19202,12408,15392,16170,18813,0,0,835,85226,AZ,0,1633
64573,0,ADESA,2,FORD,FUSION 4C,AUTO,1,Alloy,78668,AMERICAN,FORD,10867,12581,14953,16051,10962,12242,14787,15842,0,0,835,85226,AZ,0,803
64576,1,ADESA,4,SATURN,ION,AUTO,0,0,78003,AMERICAN,GM,4808,6102,8209,9548,4872,6131,7951,9045,0,0,21053,85226,AZ,0,803
64577,1,ADESA,4,KIA,SPECTRA 5,AUTO,1,Alloy,84333,OTHER ASIAN,OTHER,5190,6575,8761,9890,5102,6305,8590,9530,0,0,21053,85226,AZ,0,594
